chrS	500001	9
chrS	500002	10
chrS	500003	11
chrS	500004	11
chrS	500005	14
chrS	500006	14
chrS	500007	14
chrS	500008	16
chrS	500009	17
chrS	500010	16
chrS	500011	16
chrS	500012	17
chrS	500013	17
chrS	500014	17
chrS	500015	17
chrS	500016	19
chrS	500017	19
chrS	500018	20
chrS	500019	20
chrS	500020	21
chrS	500021	21
chrS	500022	21
chrS	500023	21
chrS	500024	22
chrS	500025	23
chrS	500026	23
chrS	500027	24
chrS	500028	24
chrS	500029	24
chrS	500030	26
chrS	500031	27
chrS	500032	29
chrS	500033	30
chrS	500034	31
chrS	500035	34
chrS	500036	36
chrS	500037	36
chrS	500038	39
chrS	500039	39
chrS	500040	39
chrS	500041	39
chrS	500042	41
chrS	500043	41
chrS	500044	41
chrS	500045	41
chrS	500046	44
chrS	500047	45
chrS	500048	45
chrS	500049	45
chrS	500050	46
chrS	500051	46
chrS	500052	47
chrS	500053	46
chrS	500054	46
chrS	500055	47
chrS	500056	48
chrS	500057	48
chrS	500058	48
chrS	500059	48
chrS	500060	50
chrS	500061	50
chrS	500062	51
chrS	500063	53
chrS	500064	54
chrS	500065	56
chrS	500066	58
chrS	500067	60
chrS	500068	61
chrS	500069	62
chrS	500070	62
chrS	500071	61
chrS	500072	61
chrS	500073	61
chrS	500074	61
chrS	500075	62
chrS	500076	63
chrS	500077	65
chrS	500078	65
chrS	500079	64
chrS	500080	65
chrS	500081	65
chrS	500082	64
chrS	500083	64
chrS	500084	64
chrS	500085	64
chrS	500086	65
chrS	500087	66
chrS	500088	66
chrS	500089	66
chrS	500090	68
chrS	500091	68
chrS	500092	68
chrS	500093	67
chrS	500094	67
chrS	500095	68
chrS	500096	67
chrS	500097	70
chrS	500098	70
chrS	500099	73
chrS	500100	73
chrS	500101	72
chrS	500102	71
chrS	500103	72
chrS	500104	73
chrS	500105	71
chrS	500106	71
chrS	500107	71
chrS	500108	69
chrS	500109	68
chrS	500110	70
chrS	500111	70
chrS	500112	69
chrS	500113	70
chrS	500114	71
chrS	500115	71
chrS	500116	70
chrS	500117	71
chrS	500118	71
chrS	500119	71
chrS	500120	73
chrS	500121	73
chrS	500122	73
chrS	500123	74
chrS	500124	73
chrS	500125	72
chrS	500126	72
chrS	500127	72
chrS	500128	72
chrS	500129	74
chrS	500130	72
chrS	500131	71
chrS	500132	69
chrS	500133	71
chrS	500134	71
chrS	500135	69
chrS	500136	67
chrS	500137	67
chrS	500138	64
chrS	500139	64
