chrS	1500001	0
chrS	1500002	0
chrS	1500003	0
chrS	1500004	0
chrS	1500005	0
chrS	1500006	0
chrS	1500007	0
chrS	1500008	0
chrS	1500009	0
chrS	1500010	0
chrS	1500011	0
chrS	1500012	0
chrS	1500013	0
chrS	1500014	0
chrS	1500015	0
chrS	1500016	0
chrS	1500017	0
chrS	1500018	0
chrS	1500019	0
chrS	1500020	0
chrS	1500021	0
chrS	1500022	0
chrS	1500023	0
chrS	1500024	0
chrS	1500025	0
chrS	1500026	0
chrS	1500027	0
chrS	1500028	0
chrS	1500029	0
chrS	1500030	0
chrS	1500031	0
chrS	1500032	0
chrS	1500033	0
chrS	1500034	0
chrS	1500035	0
chrS	1500036	0
chrS	1500037	0
chrS	1500038	0
chrS	1500039	0
chrS	1500040	0
chrS	1500041	0
chrS	1500042	0
chrS	1500043	0
chrS	1500044	0
chrS	1500045	0
chrS	1500046	0
chrS	1500047	0
chrS	1500048	0
chrS	1500049	0
chrS	1500050	0
chrS	1500051	0
chrS	1500052	0
chrS	1500053	0
chrS	1500054	0
chrS	1500055	0
chrS	1500056	0
chrS	1500057	0
chrS	1500058	0
chrS	1500059	0
chrS	1500060	0
chrS	1500061	0
chrS	1500062	0
chrS	1500063	0
chrS	1500064	0
chrS	1500065	0
chrS	1500066	0
chrS	1500067	0
chrS	1500068	0
chrS	1500069	0
chrS	1500070	0
chrS	1500071	0
chrS	1500072	0
chrS	1500073	0
chrS	1500074	0
chrS	1500075	0
chrS	1500076	0
chrS	1500077	0
chrS	1500078	0
chrS	1500079	0
chrS	1500080	0
chrS	1500081	0
chrS	1500082	0
chrS	1500083	0
chrS	1500084	0
chrS	1500085	0
chrS	1500086	0
chrS	1500087	0
chrS	1500088	0
chrS	1500089	0
chrS	1500090	0
chrS	1500091	0
chrS	1500092	0
chrS	1500093	0
chrS	1500094	0
chrS	1500095	0
chrS	1500096	0
chrS	1500097	0
chrS	1500098	0
chrS	1500099	0
chrS	1500100	0
chrS	1500101	0
chrS	1500102	0
chrS	1500103	0
chrS	1500104	0
chrS	1500105	0
chrS	1500106	0
chrS	1500107	0
chrS	1500108	0
chrS	1500109	0
chrS	1500110	0
chrS	1500111	0
chrS	1500112	0
chrS	1500113	0
chrS	1500114	0
chrS	1500115	0
chrS	1500116	0
chrS	1500117	0
chrS	1500118	0
chrS	1500119	0
chrS	1500120	0
chrS	1500121	0
chrS	1500122	0
chrS	1500123	0
chrS	1500124	0
chrS	1500125	0
chrS	1500126	0
chrS	1500127	0
chrS	1500128	0
chrS	1500129	0
chrS	1500130	0
chrS	1500131	0
chrS	1500132	0
chrS	1500133	0
chrS	1500134	0
chrS	1500135	0
chrS	1500136	0
chrS	1500137	0
chrS	1500138	0
chrS	1500139	0
chrS	1500140	0
chrS	1500141	0
chrS	1500142	0
chrS	1500143	0
chrS	1500144	0
chrS	1500145	0
chrS	1500146	0
chrS	1500147	0
chrS	1500148	0
chrS	1500149	0
chrS	1500150	0
chrS	1500151	0
chrS	1500152	0
chrS	1500153	0
chrS	1500154	0
chrS	1500155	0
chrS	1500156	0
chrS	1500157	0
chrS	1500158	0
chrS	1500159	0
chrS	1500160	0
chrS	1500161	0
chrS	1500162	0
chrS	1500163	0
chrS	1500164	0
chrS	1500165	0
chrS	1500166	0
chrS	1500167	0
chrS	1500168	0
chrS	1500169	0
chrS	1500170	0
chrS	1500171	0
chrS	1500172	0
chrS	1500173	0
chrS	1500174	0
chrS	1500175	0
chrS	1500176	0
chrS	1500177	0
chrS	1500178	0
chrS	1500179	0
chrS	1500180	0
chrS	1500181	0
chrS	1500182	0
chrS	1500183	0
chrS	1500184	0
chrS	1500185	0
chrS	1500186	0
chrS	1500187	0
chrS	1500188	0
chrS	1500189	0
chrS	1500190	0
chrS	1500191	0
chrS	1500192	0
chrS	1500193	0
chrS	1500194	0
chrS	1500195	0
chrS	1500196	0
chrS	1500197	0
chrS	1500198	0
chrS	1500199	0
chrS	1500200	0
chrS	1500201	0
chrS	1500202	0
chrS	1500203	0
chrS	1500204	0
chrS	1500205	0
chrS	1500206	0
chrS	1500207	0
chrS	1500208	0
chrS	1500209	0
chrS	1500210	0
chrS	1500211	0
chrS	1500212	0
chrS	1500213	0
chrS	1500214	0
chrS	1500215	0
chrS	1500216	0
chrS	1500217	0
chrS	1500218	0
chrS	1500219	0
chrS	1500220	0
chrS	1500221	0
chrS	1500222	0
chrS	1500223	0
chrS	1500224	0
chrS	1500225	0
chrS	1500226	0
chrS	1500227	0
chrS	1500228	0
chrS	1500229	0
chrS	1500230	0
chrS	1500231	0
chrS	1500232	0
chrS	1500233	0
chrS	1500234	0
chrS	1500235	0
chrS	1500236	0
chrS	1500237	0
chrS	1500238	0
chrS	1500239	0
chrS	1500240	0
chrS	1500241	0
chrS	1500242	0
chrS	1500243	0
chrS	1500244	0
chrS	1500245	0
chrS	1500246	0
chrS	1500247	0
chrS	1500248	0
chrS	1500249	0
chrS	1500250	0
chrS	1500251	0
chrS	1500252	0
chrS	1500253	0
chrS	1500254	0
chrS	1500255	0
chrS	1500256	0
chrS	1500257	0
chrS	1500258	0
chrS	1500259	0
chrS	1500260	0
chrS	1500261	0
chrS	1500262	0
chrS	1500263	0
chrS	1500264	0
chrS	1500265	0
chrS	1500266	0
chrS	1500267	0
chrS	1500268	0
chrS	1500269	0
chrS	1500270	0
chrS	1500271	0
chrS	1500272	0
chrS	1500273	0
chrS	1500274	0
chrS	1500275	0
chrS	1500276	0
chrS	1500277	0
chrS	1500278	0
chrS	1500279	0
chrS	1500280	0
chrS	1500281	0
chrS	1500282	0
chrS	1500283	0
chrS	1500284	0
chrS	1500285	0
chrS	1500286	0
chrS	1500287	0
chrS	1500288	0
chrS	1500289	0
chrS	1500290	0
chrS	1500291	0
chrS	1500292	0
chrS	1500293	0
chrS	1500294	0
chrS	1500295	0
chrS	1500296	0
chrS	1500297	0
chrS	1500298	0
chrS	1500299	0
chrS	1500300	0
chrS	1500301	0
chrS	1500302	0
chrS	1500303	0
chrS	1500304	0
