chr1	29000	30000	gene001	548	-	.	-1	-1	.	-1	.	0
chr1	75238	76238	gene002	751	+	.	-1	-1	.	-1	.	0
chr1	105500	106500	gene003	908	+	.	-1	-1	.	-1	.	0
chr1	149890	150890	gene004	870	+	.	-1	-1	.	-1	.	0
chr1	185032	186032	gene005	970	-	.	-1	-1	.	-1	.	0
chr1	235073	236073	gene006	699	-	.	-1	-1	.	-1	.	0
chr1	290218	291218	gene007	139	+	.	-1	-1	.	-1	.	0
chr1	344898	345898	gene008	697	-	.	-1	-1	.	-1	.	0
chr1	393373	394373	gene009	212	-	.	-1	-1	.	-1	.	0
chr1	442986	443986	gene010	205	-	.	-1	-1	.	-1	.	0
chr1	478303	479303	gene011	434	-	.	-1	-1	.	-1	.	0
chr1	508053	509053	gene012	231	-	.	-1	-1	.	-1	.	0
chr1	553590	554590	gene013	730	+	.	-1	-1	.	-1	.	0
chr1	583627	584627	gene014	840	+	.	-1	-1	.	-1	.	0
chr1	630130	631130	gene015	897	+	.	-1	-1	.	-1	.	0
chr1	675631	676631	gene016	923	-	.	-1	-1	.	-1	.	0
chr1	722607	723607	gene017	360	-	.	-1	-1	.	-1	.	0
chr1	757787	758787	gene018	471	+	.	-1	-1	.	-1	.	0
chr1	794500	795500	gene019	596	-	.	-1	-1	.	-1	.	0
chr1	834486	835486	gene020	113	-	.	-1	-1	.	-1	.	0
chr1	860368	861368	gene021	674	-	.	-1	-1	.	-1	.	0
chr1	905554	906554	gene022	419	+	.	-1	-1	.	-1	.	0
chr1	962171	963171	gene023	300	+	.	-1	-1	.	-1	.	0
chr1	1005769	1006769	gene024	928	-	.	-1	-1	.	-1	.	0
chr1	1036993	1037993	gene025	243	+	.	-1	-1	.	-1	.	0
chr1	1078526	1079526	gene026	212	+	.	-1	-1	.	-1	.	0
chr1	1134980	1135980	gene027	656	+	.	-1	-1	.	-1	.	0
chr1	1177784	1178784	gene028	471	-	.	-1	-1	.	-1	.	0
chr1	1203634	1204634	gene029	715	-	.	-1	-1	.	-1	.	0
chr1	1241345	1242345	gene030	140	-	.	-1	-1	.	-1	.	0
chr1	1291534	1292534	gene031	841	+	.	-1	-1	.	-1	.	0
chr1	1336831	1337831	gene032	539	-	.	-1	-1	.	-1	.	0
chr1	1374016	1375016	gene033	681	-	.	-1	-1	.	-1	.	0
chr1	1410544	1411544	gene034	535	+	.	-1	-1	.	-1	.	0
chr1	1454218	1455218	gene035	175	-	.	-1	-1	.	-1	.	0
chr1	1482652	1483652	gene036	688	-	.	-1	-1	.	-1	.	0
chr1	1540033	1541033	gene037	833	+	.	-1	-1	.	-1	.	0
chr1	1585516	1586516	gene038	725	-	.	-1	-1	.	-1	.	0
chr1	1634528	1635528	gene039	194	+	.	-1	-1	.	-1	.	0
chr1	1691018	1692018	gene040	838	+	.	-1	-1	.	-1	.	0
